actual,status,risk_score,risk_level
normal,NORMAL,1.47,LOW
normal,NORMAL,2.67,LOW
smurf,NORMAL,36.59,MEDIUM
snmpgetattack,NORMAL,26.95,LOW
normal,NORMAL,1.31,LOW
normal,NORMAL,18.79,LOW
saint,ANOMALY,94.02,HIGH
normal,NORMAL,19.41,LOW
normal,NORMAL,41.84,MEDIUM
named,NORMAL,38.84,MEDIUM
neptune,ANOMALY,76.56,HIGH
normal,NORMAL,14.78,LOW
mailbomb,NORMAL,17.54,LOW
back,NORMAL,16.47,LOW
normal,NORMAL,3.47,LOW
normal,NORMAL,1.44,LOW
normal,NORMAL,10.94,LOW
normal,NORMAL,0.55,LOW
normal,NORMAL,4.72,LOW
guess_passwd,NORMAL,25.56,LOW
normal,NORMAL,0.74,LOW
neptune,ANOMALY,74.98,HIGH
smurf,NORMAL,44.64,MEDIUM
mscan,ANOMALY,68.3,MEDIUM
normal,NORMAL,46.1,MEDIUM
mscan,ANOMALY,66.95,MEDIUM
normal,NORMAL,0.61,LOW
normal,NORMAL,23.9,LOW
warezmaster,NORMAL,28.46,LOW
back,NORMAL,31.56,MEDIUM
normal,NORMAL,0.97,LOW
normal,NORMAL,0.8,LOW
warezmaster,NORMAL,35.29,MEDIUM
normal,NORMAL,18.56,LOW
neptune,ANOMALY,92.19,HIGH
normal,NORMAL,11.22,LOW
processtable,NORMAL,41.12,MEDIUM
neptune,ANOMALY,81.74,HIGH
normal,NORMAL,20.27,LOW
normal,NORMAL,12.3,LOW
satan,ANOMALY,70.65,HIGH
neptune,ANOMALY,87.36,HIGH
normal,NORMAL,18.74,LOW
warezmaster,NORMAL,25.76,LOW
apache2,ANOMALY,70.43,HIGH
normal,NORMAL,29.35,LOW
normal,NORMAL,4.06,LOW
normal,NORMAL,4.39,LOW
neptune,ANOMALY,80.84,HIGH
neptune,ANOMALY,81.71,HIGH
normal,NORMAL,17.42,LOW
normal,NORMAL,13.44,LOW
neptune,ANOMALY,81.51,HIGH
neptune,ANOMALY,87.36,HIGH
normal,NORMAL,0.85,LOW
normal,NORMAL,15.07,LOW
normal,NORMAL,1.89,LOW
normal,NORMAL,18.93,LOW
apache2,ANOMALY,57.29,MEDIUM
normal,NORMAL,9.71,LOW
smurf,ANOMALY,52.19,MEDIUM
satan,ANOMALY,91.37,HIGH
normal,NORMAL,12.39,LOW
warezmaster,NORMAL,27.88,LOW
normal,NORMAL,25.25,LOW
normal,NORMAL,7.58,LOW
normal,NORMAL,1.08,LOW
guess_passwd,NORMAL,10.23,LOW
normal,NORMAL,1.68,LOW
apache2,ANOMALY,61.82,MEDIUM
saint,ANOMALY,82.8,HIGH
normal,NORMAL,1.92,LOW
neptune,ANOMALY,81.06,HIGH
normal,NORMAL,2.1,LOW
neptune,ANOMALY,80.38,HIGH
normal,NORMAL,2.03,LOW
processtable,NORMAL,44.75,MEDIUM
normal,NORMAL,22.5,LOW
normal,NORMAL,0.38,LOW
processtable,NORMAL,37.89,MEDIUM
neptune,ANOMALY,81.5,HIGH
processtable,ANOMALY,75.6,HIGH
normal,NORMAL,50.57,MEDIUM
processtable,NORMAL,38.14,MEDIUM
normal,NORMAL,2.82,LOW
warezmaster,NORMAL,32.53,MEDIUM
mscan,ANOMALY,68.2,MEDIUM
normal,NORMAL,0.58,LOW
normal,NORMAL,11.17,LOW
normal,NORMAL,1.49,LOW
normal,NORMAL,0.37,LOW
neptune,ANOMALY,73.41,HIGH
neptune,ANOMALY,81.49,HIGH
normal,NORMAL,0.76,LOW
normal,NORMAL,17.39,LOW
normal,NORMAL,0.54,LOW
neptune,ANOMALY,81.8,HIGH
normal,NORMAL,3.02,LOW
normal,NORMAL,1.62,LOW
neptune,ANOMALY,87.03,HIGH
neptune,ANOMALY,81.39,HIGH
normal,NORMAL,1.72,LOW
normal,NORMAL,13.71,LOW
snmpgetattack,NORMAL,26.86,LOW
normal,NORMAL,28.14,LOW
normal,NORMAL,3.53,LOW
processtable,ANOMALY,75.94,HIGH
warezmaster,NORMAL,25.11,LOW
normal,NORMAL,49.65,MEDIUM
normal,NORMAL,23.2,LOW
warezmaster,NORMAL,35.57,MEDIUM
neptune,ANOMALY,82.34,HIGH
normal,NORMAL,1.3,LOW
normal,NORMAL,12.65,LOW
neptune,ANOMALY,81.91,HIGH
processtable,ANOMALY,64.3,MEDIUM
apache2,ANOMALY,61.5,MEDIUM
normal,NORMAL,3.9,LOW
normal,NORMAL,2.51,LOW
warezmaster,NORMAL,38.19,MEDIUM
normal,NORMAL,3.33,LOW
normal,NORMAL,21.62,LOW
apache2,ANOMALY,63.24,MEDIUM
normal,NORMAL,19.03,LOW
guess_passwd,NORMAL,20.26,LOW
neptune,ANOMALY,86.98,HIGH
neptune,ANOMALY,76.38,HIGH
mailbomb,NORMAL,20.48,LOW
neptune,ANOMALY,80.89,HIGH
neptune,ANOMALY,81.74,HIGH
satan,ANOMALY,99.1,HIGH
warezmaster,NORMAL,32.67,MEDIUM
neptune,ANOMALY,82.09,HIGH
back,NORMAL,28.06,LOW
neptune,ANOMALY,82.2,HIGH
normal,NORMAL,26.79,LOW
apache2,ANOMALY,53.14,MEDIUM
normal,NORMAL,11.99,LOW
normal,NORMAL,1.68,LOW
mscan,ANOMALY,82.56,HIGH
normal,NORMAL,45.89,MEDIUM
processtable,NORMAL,38.01,MEDIUM
normal,NORMAL,3.05,LOW
neptune,ANOMALY,81.82,HIGH
normal,NORMAL,2.96,LOW
neptune,ANOMALY,82.06,HIGH
normal,NORMAL,18.75,LOW
guess_passwd,NORMAL,9.64,LOW
apache2,ANOMALY,62.05,MEDIUM
neptune,ANOMALY,75.28,HIGH
neptune,ANOMALY,87.25,HIGH
normal,NORMAL,0.78,LOW
mscan,ANOMALY,77.14,HIGH
neptune,ANOMALY,85.97,HIGH
normal,NORMAL,17.85,LOW
normal,NORMAL,2.29,LOW
normal,NORMAL,0.5,LOW
neptune,ANOMALY,87.38,HIGH
neptune,ANOMALY,80.81,HIGH
neptune,ANOMALY,81.52,HIGH
warezmaster,NORMAL,37.13,MEDIUM
normal,NORMAL,42.86,MEDIUM
apache2,ANOMALY,74.82,HIGH
normal,NORMAL,3.24,LOW
satan,ANOMALY,94.77,HIGH
processtable,NORMAL,46.34,MEDIUM
processtable,ANOMALY,77.01,HIGH
neptune,ANOMALY,81.06,HIGH
neptune,ANOMALY,80.52,HIGH
normal,NORMAL,3.75,LOW
normal,NORMAL,7.14,LOW
saint,ANOMALY,54.91,MEDIUM
neptune,ANOMALY,81.52,HIGH
normal,NORMAL,1.29,LOW
ipsweep,NORMAL,51.63,MEDIUM
sendmail,NORMAL,37.77,MEDIUM
normal,NORMAL,19.0,LOW
normal,NORMAL,16.08,LOW
neptune,ANOMALY,81.81,HIGH
warezmaster,NORMAL,46.08,MEDIUM
neptune,ANOMALY,80.79,HIGH
normal,NORMAL,1.69,LOW
neptune,ANOMALY,82.27,HIGH
normal,NORMAL,2.98,LOW
normal,NORMAL,1.6,LOW
neptune,ANOMALY,80.44,HIGH
normal,NORMAL,4.67,LOW
snmpgetattack,NORMAL,26.68,LOW
satan,ANOMALY,93.15,HIGH
normal,NORMAL,6.02,LOW
neptune,ANOMALY,81.94,HIGH
satan,ANOMALY,62.13,MEDIUM
normal,ANOMALY,52.91,MEDIUM
neptune,ANOMALY,81.97,HIGH
snmpguess,NORMAL,26.52,LOW
normal,NORMAL,0.97,LOW
buffer_overflow,NORMAL,35.09,MEDIUM
satan,ANOMALY,63.13,MEDIUM
guess_passwd,NORMAL,10.53,LOW
guess_passwd,NORMAL,28.74,LOW
normal,NORMAL,0.18,LOW
snmpgetattack,NORMAL,37.98,MEDIUM
normal,NORMAL,4.7,LOW
normal,NORMAL,38.49,MEDIUM
normal,NORMAL,29.25,LOW
normal,NORMAL,17.31,LOW
normal,NORMAL,3.72,LOW
apache2,ANOMALY,65.46,MEDIUM
smurf,NORMAL,44.71,MEDIUM
normal,NORMAL,3.21,LOW
snmpguess,NORMAL,26.27,LOW
saint,ANOMALY,55.41,MEDIUM
apache2,ANOMALY,56.96,MEDIUM
normal,NORMAL,49.72,MEDIUM
neptune,ANOMALY,77.06,HIGH
neptune,ANOMALY,86.22,HIGH
snmpgetattack,NORMAL,26.57,LOW
normal,NORMAL,2.73,LOW
normal,NORMAL,0.6,LOW
neptune,ANOMALY,75.3,HIGH
processtable,NORMAL,38.85,MEDIUM
neptune,ANOMALY,86.26,HIGH
smurf,ANOMALY,53.21,MEDIUM
normal,NORMAL,18.54,LOW
normal,NORMAL,26.66,LOW
normal,NORMAL,22.75,LOW
neptune,ANOMALY,80.56,HIGH
normal,NORMAL,2.32,LOW
normal,NORMAL,26.71,LOW
apache2,ANOMALY,60.54,MEDIUM
smurf,NORMAL,36.95,MEDIUM
neptune,ANOMALY,87.04,HIGH
normal,NORMAL,0.61,LOW
normal,NORMAL,3.32,LOW
guess_passwd,NORMAL,23.59,LOW
normal,NORMAL,3.54,LOW
neptune,ANOMALY,81.91,HIGH
smurf,NORMAL,37.97,MEDIUM
buffer_overflow,ANOMALY,72.0,HIGH
nmap,ANOMALY,82.48,HIGH
normal,NORMAL,0.13,LOW
normal,NORMAL,17.07,LOW
neptune,ANOMALY,81.41,HIGH
satan,ANOMALY,66.97,MEDIUM
smurf,NORMAL,40.15,MEDIUM
neptune,ANOMALY,75.52,HIGH
neptune,ANOMALY,75.47,HIGH
normal,NORMAL,1.09,LOW
normal,NORMAL,1.58,LOW
normal,NORMAL,13.07,LOW
smurf,NORMAL,40.37,MEDIUM
neptune,ANOMALY,82.42,HIGH
neptune,ANOMALY,81.08,HIGH
processtable,ANOMALY,75.8,HIGH
mscan,ANOMALY,72.2,HIGH
normal,NORMAL,2.93,LOW
warezmaster,NORMAL,40.94,MEDIUM
normal,NORMAL,19.81,LOW
neptune,ANOMALY,90.76,HIGH
normal,NORMAL,3.02,LOW
neptune,ANOMALY,81.64,HIGH
guess_passwd,NORMAL,25.05,LOW
normal,NORMAL,2.48,LOW
smurf,ANOMALY,52.91,MEDIUM
normal,NORMAL,36.17,MEDIUM
back,NORMAL,18.64,LOW
processtable,NORMAL,46.54,MEDIUM
neptune,ANOMALY,82.13,HIGH
satan,ANOMALY,98.35,HIGH
smurf,ANOMALY,52.04,MEDIUM
saint,ANOMALY,93.8,HIGH
normal,NORMAL,1.38,LOW
normal,NORMAL,1.8,LOW
normal,NORMAL,18.4,LOW
nmap,ANOMALY,88.79,HIGH
back,NORMAL,16.69,LOW
neptune,ANOMALY,81.3,HIGH
normal,NORMAL,20.4,LOW
neptune,ANOMALY,85.08,HIGH
neptune,ANOMALY,80.32,HIGH
processtable,ANOMALY,82.88,HIGH
normal,NORMAL,22.04,LOW
mscan,ANOMALY,66.48,MEDIUM
neptune,ANOMALY,76.71,HIGH
neptune,ANOMALY,75.68,HIGH
neptune,ANOMALY,80.21,HIGH
back,NORMAL,30.16,MEDIUM
smurf,ANOMALY,52.19,MEDIUM
normal,NORMAL,49.65,MEDIUM
normal,NORMAL,34.44,MEDIUM
normal,NORMAL,3.41,LOW
mscan,ANOMALY,70.52,HIGH
smurf,ANOMALY,52.76,MEDIUM
snmpguess,NORMAL,26.24,LOW
normal,NORMAL,1.79,LOW
normal,NORMAL,3.55,LOW
normal,NORMAL,21.04,LOW
warezmaster,NORMAL,28.28,LOW
smurf,NORMAL,50.77,MEDIUM
neptune,ANOMALY,82.25,HIGH
normal,NORMAL,29.64,LOW
normal,NORMAL,3.09,LOW
normal,NORMAL,18.09,LOW
normal,NORMAL,1.84,LOW
normal,NORMAL,0.35,LOW
mscan,ANOMALY,72.86,HIGH
nmap,ANOMALY,82.5,HIGH
normal,NORMAL,21.42,LOW
normal,NORMAL,0.76,LOW
normal,NORMAL,1.43,LOW
processtable,ANOMALY,66.42,MEDIUM
smurf,NORMAL,48.81,MEDIUM
normal,NORMAL,2.18,LOW
apache2,ANOMALY,58.1,MEDIUM
normal,NORMAL,1.8,LOW
neptune,ANOMALY,82.09,HIGH
neptune,ANOMALY,86.52,HIGH
neptune,ANOMALY,77.19,HIGH
mailbomb,NORMAL,19.63,LOW
satan,ANOMALY,68.33,MEDIUM
neptune,ANOMALY,80.7,HIGH
back,NORMAL,18.02,LOW
normal,NORMAL,2.06,LOW
normal,NORMAL,3.16,LOW
normal,NORMAL,1.3,LOW
normal,NORMAL,22.6,LOW
normal,NORMAL,24.02,LOW
normal,NORMAL,4.81,LOW
neptune,ANOMALY,78.6,HIGH
guess_passwd,NORMAL,18.68,LOW
smurf,ANOMALY,62.07,MEDIUM
ipsweep,ANOMALY,52.74,MEDIUM
mscan,ANOMALY,77.21,HIGH
guess_passwd,NORMAL,13.51,LOW
normal,NORMAL,3.07,LOW
sendmail,NORMAL,24.85,LOW
neptune,ANOMALY,86.22,HIGH
neptune,ANOMALY,80.49,HIGH
mailbomb,NORMAL,23.49,LOW
neptune,ANOMALY,80.55,HIGH
normal,NORMAL,50.45,MEDIUM
normal,NORMAL,1.83,LOW
neptune,ANOMALY,81.52,HIGH
neptune,ANOMALY,81.82,HIGH
normal,NORMAL,0.53,LOW
satan,ANOMALY,67.67,MEDIUM
httptunnel,ANOMALY,62.25,MEDIUM
normal,NORMAL,35.1,MEDIUM
normal,NORMAL,26.21,LOW
mscan,ANOMALY,75.06,HIGH
apache2,ANOMALY,52.99,MEDIUM
normal,NORMAL,0.39,LOW
normal,NORMAL,5.37,LOW
normal,NORMAL,1.49,LOW
smurf,ANOMALY,54.26,MEDIUM
normal,NORMAL,20.54,LOW
normal,NORMAL,11.99,LOW
neptune,ANOMALY,80.36,HIGH
normal,NORMAL,0.56,LOW
normal,NORMAL,0.33,LOW
warezmaster,NORMAL,27.87,LOW
normal,NORMAL,20.85,LOW
normal,NORMAL,48.82,MEDIUM
normal,NORMAL,0.18,LOW
normal,NORMAL,1.61,LOW
normal,NORMAL,1.56,LOW
warezmaster,NORMAL,23.48,LOW
normal,NORMAL,0.61,LOW
apache2,ANOMALY,73.76,HIGH
mscan,ANOMALY,70.96,HIGH
warezmaster,NORMAL,32.27,MEDIUM
neptune,ANOMALY,80.72,HIGH
neptune,ANOMALY,86.8,HIGH
normal,NORMAL,23.35,LOW
normal,NORMAL,1.55,LOW
normal,NORMAL,2.53,LOW
normal,NORMAL,0.44,LOW
mailbomb,NORMAL,31.89,MEDIUM
apache2,ANOMALY,73.87,HIGH
apache2,ANOMALY,53.8,MEDIUM
warezmaster,NORMAL,37.38,MEDIUM
snmpgetattack,NORMAL,26.86,LOW
normal,NORMAL,49.65,MEDIUM
neptune,ANOMALY,87.3,HIGH
neptune,ANOMALY,80.35,HIGH
normal,NORMAL,14.84,LOW
normal,NORMAL,31.08,MEDIUM
neptune,ANOMALY,86.85,HIGH
neptune,ANOMALY,87.32,HIGH
normal,NORMAL,32.64,MEDIUM
normal,NORMAL,39.48,MEDIUM
mailbomb,NORMAL,22.57,LOW
apache2,ANOMALY,61.78,MEDIUM
mscan,ANOMALY,66.53,MEDIUM
normal,NORMAL,2.93,LOW
normal,NORMAL,1.45,LOW
normal,NORMAL,0.62,LOW
satan,ANOMALY,65.47,MEDIUM
neptune,ANOMALY,87.25,HIGH
normal,NORMAL,49.72,MEDIUM
normal,NORMAL,17.67,LOW
smurf,ANOMALY,61.0,MEDIUM
nmap,ANOMALY,82.4,HIGH
neptune,ANOMALY,82.07,HIGH
normal,NORMAL,27.51,LOW
normal,NORMAL,12.89,LOW
normal,NORMAL,8.73,LOW
warezmaster,NORMAL,23.97,LOW
saint,ANOMALY,54.93,MEDIUM
processtable,NORMAL,41.4,MEDIUM
neptune,ANOMALY,79.82,HIGH
warezmaster,NORMAL,37.74,MEDIUM
mscan,ANOMALY,79.34,HIGH
normal,NORMAL,17.9,LOW
satan,ANOMALY,64.02,MEDIUM
neptune,ANOMALY,80.52,HIGH
mscan,ANOMALY,59.26,MEDIUM
ipsweep,NORMAL,51.57,MEDIUM
normal,NORMAL,3.61,LOW
smurf,NORMAL,49.99,MEDIUM
portsweep,ANOMALY,85.85,HIGH
processtable,NORMAL,50.66,MEDIUM
mailbomb,NORMAL,19.13,LOW
apache2,ANOMALY,71.7,HIGH
neptune,ANOMALY,78.69,HIGH
normal,NORMAL,4.25,LOW
neptune,ANOMALY,80.24,HIGH
back,NORMAL,16.6,LOW
normal,NORMAL,1.66,LOW
normal,NORMAL,19.13,LOW
apache2,ANOMALY,68.76,MEDIUM
neptune,ANOMALY,80.87,HIGH
neptune,ANOMALY,76.27,HIGH
normal,NORMAL,1.56,LOW
normal,NORMAL,1.88,LOW
normal,NORMAL,27.22,LOW
normal,NORMAL,11.11,LOW
neptune,ANOMALY,83.77,HIGH
processtable,NORMAL,41.4,MEDIUM
smurf,NORMAL,38.72,MEDIUM
satan,ANOMALY,67.5,MEDIUM
normal,NORMAL,1.72,LOW
neptune,ANOMALY,84.58,HIGH
normal,NORMAL,5.27,LOW
normal,NORMAL,0.72,LOW
normal,NORMAL,21.06,LOW
snmpgetattack,NORMAL,45.07,MEDIUM
processtable,ANOMALY,60.83,MEDIUM
neptune,ANOMALY,75.17,HIGH
neptune,ANOMALY,75.21,HIGH
normal,NORMAL,0.39,LOW
normal,NORMAL,1.6,LOW
neptune,ANOMALY,81.75,HIGH
warezmaster,NORMAL,36.28,MEDIUM
normal,ANOMALY,63.02,MEDIUM
neptune,ANOMALY,82.4,HIGH
back,NORMAL,42.19,MEDIUM
normal,NORMAL,0.8,LOW
normal,NORMAL,3.67,LOW
normal,NORMAL,26.74,LOW
normal,NORMAL,1.64,LOW
neptune,ANOMALY,74.67,HIGH
warezmaster,NORMAL,28.72,LOW
warezmaster,NORMAL,41.24,MEDIUM
normal,NORMAL,9.6,LOW
normal,NORMAL,7.69,LOW
smurf,NORMAL,35.14,MEDIUM
guess_passwd,NORMAL,9.37,LOW
normal,NORMAL,1.67,LOW
neptune,ANOMALY,80.37,HIGH
normal,NORMAL,43.93,MEDIUM
normal,NORMAL,2.29,LOW
neptune,ANOMALY,81.98,HIGH
neptune,ANOMALY,80.38,HIGH
neptune,ANOMALY,86.41,HIGH
neptune,ANOMALY,82.2,HIGH
normal,NORMAL,7.53,LOW
httptunnel,ANOMALY,62.33,MEDIUM
warezmaster,NORMAL,28.13,LOW
normal,NORMAL,4.08,LOW
neptune,ANOMALY,81.28,HIGH
neptune,ANOMALY,85.79,HIGH
normal,NORMAL,19.9,LOW
back,NORMAL,16.94,LOW
mailbomb,NORMAL,12.16,LOW
nmap,ANOMALY,82.21,HIGH
neptune,ANOMALY,82.44,HIGH
normal,ANOMALY,60.73,MEDIUM
normal,NORMAL,0.33,LOW
httptunnel,NORMAL,33.09,MEDIUM
guess_passwd,NORMAL,10.63,LOW
normal,NORMAL,26.31,LOW
normal,NORMAL,12.29,LOW
back,NORMAL,37.78,MEDIUM
neptune,ANOMALY,81.28,HIGH
mscan,ANOMALY,80.85,HIGH
smurf,NORMAL,40.5,MEDIUM
normal,NORMAL,49.62,MEDIUM
guess_passwd,NORMAL,12.68,LOW
mscan,ANOMALY,74.93,HIGH
normal,NORMAL,1.73,LOW
guess_passwd,NORMAL,10.54,LOW
normal,NORMAL,17.65,LOW
neptune,ANOMALY,74.23,HIGH
neptune,ANOMALY,88.4,HIGH
normal,NORMAL,9.32,LOW
normal,NORMAL,2.99,LOW
normal,NORMAL,22.31,LOW
neptune,ANOMALY,80.37,HIGH
normal,NORMAL,3.46,LOW
apache2,ANOMALY,67.54,MEDIUM
httptunnel,ANOMALY,62.5,MEDIUM
portsweep,ANOMALY,77.05,HIGH
normal,NORMAL,15.95,LOW
normal,NORMAL,19.95,LOW
satan,ANOMALY,94.3,HIGH
smurf,NORMAL,34.91,MEDIUM
neptune,ANOMALY,76.63,HIGH
neptune,ANOMALY,80.72,HIGH
normal,NORMAL,17.13,LOW
mscan,ANOMALY,78.0,HIGH
normal,NORMAL,4.9,LOW
neptune,ANOMALY,76.89,HIGH
normal,NORMAL,0.7,LOW
normal,NORMAL,16.72,LOW
normal,NORMAL,4.28,LOW
normal,NORMAL,7.13,LOW
httptunnel,NORMAL,33.74,MEDIUM
normal,NORMAL,4.75,LOW
processtable,NORMAL,45.87,MEDIUM
guess_passwd,NORMAL,9.48,LOW
normal,NORMAL,1.24,LOW
normal,NORMAL,49.72,MEDIUM
saint,ANOMALY,52.15,MEDIUM
normal,NORMAL,6.27,LOW
mailbomb,NORMAL,33.02,MEDIUM
mscan,ANOMALY,67.24,MEDIUM
neptune,ANOMALY,76.56,HIGH
normal,NORMAL,2.86,LOW
normal,NORMAL,1.69,LOW
neptune,ANOMALY,82.16,HIGH
neptune,ANOMALY,85.53,HIGH
snmpguess,NORMAL,26.32,LOW
neptune,ANOMALY,84.35,HIGH
neptune,ANOMALY,80.43,HIGH
guess_passwd,NORMAL,11.25,LOW
pod,NORMAL,50.18,MEDIUM
normal,NORMAL,3.6,LOW
normal,NORMAL,1.81,LOW
neptune,ANOMALY,74.42,HIGH
normal,NORMAL,1.61,LOW
smurf,NORMAL,48.04,MEDIUM
normal,NORMAL,3.98,LOW
neptune,ANOMALY,80.18,HIGH
neptune,ANOMALY,85.54,HIGH
normal,NORMAL,0.46,LOW
guess_passwd,NORMAL,13.9,LOW
warezmaster,NORMAL,31.57,MEDIUM
satan,ANOMALY,98.47,HIGH
neptune,ANOMALY,81.4,HIGH
neptune,ANOMALY,85.9,HIGH
mscan,ANOMALY,83.86,HIGH
processtable,ANOMALY,55.38,MEDIUM
normal,NORMAL,2.08,LOW
neptune,ANOMALY,82.8,HIGH
warezmaster,NORMAL,27.27,LOW
mscan,ANOMALY,75.26,HIGH
neptune,ANOMALY,80.68,HIGH
processtable,NORMAL,37.85,MEDIUM
snmpgetattack,NORMAL,28.08,LOW
mscan,ANOMALY,80.31,HIGH
satan,ANOMALY,68.65,MEDIUM
mscan,ANOMALY,75.96,HIGH
portsweep,ANOMALY,76.92,HIGH
snmpguess,NORMAL,26.5,LOW
normal,NORMAL,17.77,LOW
normal,NORMAL,0.54,LOW
normal,NORMAL,2.38,LOW
normal,NORMAL,19.25,LOW
normal,NORMAL,7.97,LOW
normal,NORMAL,13.22,LOW
apache2,ANOMALY,66.42,MEDIUM
normal,NORMAL,10.07,LOW
neptune,ANOMALY,80.39,HIGH
saint,ANOMALY,88.63,HIGH
smurf,NORMAL,45.27,MEDIUM
neptune,ANOMALY,86.98,HIGH
apache2,ANOMALY,61.66,MEDIUM
normal,NORMAL,40.4,MEDIUM
normal,NORMAL,44.05,MEDIUM
normal,NORMAL,23.38,LOW
neptune,ANOMALY,81.85,HIGH
satan,ANOMALY,64.45,MEDIUM
normal,ANOMALY,61.72,MEDIUM
satan,ANOMALY,92.5,HIGH
normal,NORMAL,9.18,LOW
processtable,ANOMALY,75.41,HIGH
neptune,ANOMALY,76.07,HIGH
neptune,ANOMALY,74.53,HIGH
normal,ANOMALY,62.58,MEDIUM
normal,NORMAL,0.46,LOW
neptune,ANOMALY,82.07,HIGH
apache2,NORMAL,23.3,LOW
neptune,ANOMALY,82.32,HIGH
httptunnel,ANOMALY,62.48,MEDIUM
neptune,ANOMALY,75.02,HIGH
normal,NORMAL,2.69,LOW
normal,NORMAL,22.02,LOW
neptune,ANOMALY,81.27,HIGH
normal,NORMAL,3.87,LOW
normal,NORMAL,1.12,LOW
satan,ANOMALY,91.73,HIGH
normal,NORMAL,13.53,LOW
smurf,NORMAL,50.1,MEDIUM
normal,NORMAL,1.57,LOW
normal,NORMAL,24.6,LOW
normal,NORMAL,0.25,LOW
apache2,ANOMALY,68.74,MEDIUM
neptune,ANOMALY,87.33,HIGH
normal,NORMAL,23.12,LOW
normal,NORMAL,4.01,LOW
snmpguess,NORMAL,37.83,MEDIUM
neptune,ANOMALY,76.4,HIGH
guess_passwd,NORMAL,10.11,LOW
normal,NORMAL,0.45,LOW
mscan,ANOMALY,78.84,HIGH
normal,NORMAL,26.48,LOW
normal,NORMAL,0.74,LOW
neptune,ANOMALY,85.92,HIGH
normal,NORMAL,4.76,LOW
warezmaster,NORMAL,23.01,LOW
guess_passwd,NORMAL,10.51,LOW
normal,NORMAL,2.61,LOW
satan,ANOMALY,65.91,MEDIUM
neptune,ANOMALY,76.58,HIGH
mailbomb,NORMAL,17.85,LOW
snmpguess,NORMAL,41.17,MEDIUM
normal,NORMAL,0.25,LOW
neptune,ANOMALY,80.19,HIGH
ipsweep,NORMAL,51.61,MEDIUM
neptune,ANOMALY,82.15,HIGH
normal,NORMAL,46.18,MEDIUM
neptune,ANOMALY,81.97,HIGH
neptune,ANOMALY,82.7,HIGH
satan,ANOMALY,66.38,MEDIUM
normal,NORMAL,3.2,LOW
guess_passwd,NORMAL,9.06,LOW
neptune,ANOMALY,82.16,HIGH
neptune,ANOMALY,80.23,HIGH
satan,ANOMALY,55.62,MEDIUM
smurf,NORMAL,39.14,MEDIUM
processtable,ANOMALY,67.03,MEDIUM
normal,NORMAL,0.27,LOW
guess_passwd,NORMAL,9.41,LOW
snmpguess,NORMAL,26.37,LOW
normal,NORMAL,3.0,LOW
normal,NORMAL,22.54,LOW
guess_passwd,NORMAL,13.43,LOW
normal,NORMAL,22.69,LOW
normal,NORMAL,1.92,LOW
normal,NORMAL,1.02,LOW
snmpguess,NORMAL,26.5,LOW
normal,NORMAL,3.76,LOW
warezmaster,NORMAL,38.09,MEDIUM
normal,NORMAL,0.37,LOW
mscan,ANOMALY,71.86,HIGH
processtable,NORMAL,49.95,MEDIUM
normal,NORMAL,5.8,LOW
normal,NORMAL,50.49,MEDIUM
normal,NORMAL,21.33,LOW
guess_passwd,NORMAL,11.74,LOW
processtable,NORMAL,37.04,MEDIUM
normal,NORMAL,13.04,LOW
normal,NORMAL,19.34,LOW
neptune,ANOMALY,87.18,HIGH
httptunnel,ANOMALY,65.84,MEDIUM
normal,NORMAL,22.0,LOW
ipsweep,NORMAL,42.09,MEDIUM
snmpgetattack,NORMAL,26.88,LOW
processtable,ANOMALY,66.86,MEDIUM
normal,NORMAL,0.48,LOW
normal,NORMAL,2.18,LOW
normal,NORMAL,12.66,LOW
mailbomb,NORMAL,30.43,MEDIUM
mscan,NORMAL,45.5,MEDIUM
mscan,ANOMALY,76.05,HIGH
normal,NORMAL,3.35,LOW
apache2,ANOMALY,65.94,MEDIUM
neptune,ANOMALY,81.85,HIGH
snmpguess,NORMAL,26.63,LOW
neptune,ANOMALY,75.47,HIGH
normal,NORMAL,21.36,LOW
normal,NORMAL,1.13,LOW
normal,NORMAL,2.18,LOW
satan,ANOMALY,63.38,MEDIUM
normal,NORMAL,25.29,LOW
mscan,ANOMALY,71.24,HIGH
neptune,ANOMALY,80.87,HIGH
back,NORMAL,15.32,LOW
normal,NORMAL,2.69,LOW
neptune,ANOMALY,79.89,HIGH
warezmaster,NORMAL,31.7,MEDIUM
normal,NORMAL,5.27,LOW
neptune,ANOMALY,83.52,HIGH
normal,NORMAL,5.07,LOW
normal,NORMAL,50.11,MEDIUM
processtable,NORMAL,37.85,MEDIUM
guess_passwd,NORMAL,10.03,LOW
neptune,ANOMALY,80.05,HIGH
neptune,ANOMALY,81.11,HIGH
normal,NORMAL,2.7,LOW
neptune,ANOMALY,81.23,HIGH
warezmaster,ANOMALY,52.46,MEDIUM
neptune,ANOMALY,86.44,HIGH
warezmaster,NORMAL,34.32,MEDIUM
normal,NORMAL,0.35,LOW
normal,NORMAL,21.19,LOW
normal,NORMAL,10.73,LOW
ipsweep,ANOMALY,55.32,MEDIUM
neptune,ANOMALY,81.57,HIGH
normal,NORMAL,18.92,LOW
normal,NORMAL,2.72,LOW
normal,NORMAL,0.53,LOW
normal,NORMAL,2.66,LOW
mailbomb,NORMAL,19.31,LOW
neptune,ANOMALY,76.78,HIGH
warezmaster,NORMAL,38.09,MEDIUM
